Dates;PETR4 BZ Equity;VALE3 BZ Equity;ITUB4 BZ Equity;BBDC4 BZ Equity;SUZB3 BZ Equity;CYRE3 BZ Equity;EMBR3 BZ Equity;SOMA3 BZ Equity;SMFT3 BZ Equity;JBSS3 BZ Equity;GGBR4 BZ Equity;CPLE6 BZ Equity;RENT3 BZ Equity;IBOV Index
08/12/2021;-0,000340657;-0,007495597;-0,009628083;-0,006215126;0,005642487;0,05132621;0,048086187;0,032534694;0,048558352;0,006950506;-0,000696621;0,017474631;0,037872483;0,004988204
09/12/2021;-0,002046385;-0,007685211;-0,027191334;-0,025796143;-0,012697494;-0,03047855;-0,025679014;-0,02608537;-0,003095978;0,002018164;0,000696621;0,001573564;-0,013127469;-0,0168325
10/12/2021;0,012215965;0,006232202;0,001354708;-0,003911135;0,010136673;0,057015127;0,031297007;0,02608537;0,000516662;0,013446062;0,021869145;0,00938974;0,026084838;0,013708254
13/12/2021;-0,006089329;0,028794902;-0,026985401;-0,018512435;-0,01342302;-0,03659323;-0,037094124;-0,036135706;-0,017192401;0,005667343;-0,004395611;0,001556421;0,009296802;-0,003486265
14/12/2021;-0,011947573;-0,000128444;0,009688657;0,015022982;0,00224972;-0,030140146;-0,000484614;-0,051825068;-0,067942451;0,052027695;-0,004758749;-0,00624027;0,004528628;-0,005822288
15/12/2021;0,006162293;-0,005667927;-0,003219134;0;0,015607898;0,012936791;0,00435309;-0,003044142;-0,025635126;0,024116711;-0,005472618;0,007794272;0,030833218;0,006267881
16/12/2021;0,013222773;0,038395594;0,010082579;0,012322045;0,026036576;-0,003863495;-0,007265714;-0,011498785;0,01829668;-0,013975178;0,02272728;-0,012500163;0,007393468;0,008297789
17/12/2021;-0,023859346;-0,015914126;-0,022130917;-0,028343529;0,019701836;0,000644953;-0,008298803;-0,005411687;-0,013116812;-0,016600113;-0,027882489;0,00938974;-0,051005004;-0,010446773
20/12/2021;-0,029048412;-0,011305297;-0,015504187;-0,020918801;-0,026690217;-0,011673284;-0,024312783;-0,037919235;-0,018540508;0,01420745;-0,061116078;-0,017282441;-0,01346497;-0,020552759
21/12/2021;0,001419447;0,025975486;0,001419447;-0,016571808;0,001668335;-0,0104919;0,148610499;0,01913934;0,027114439;0,005309277;0,016348389;-0,006359322;-0,0017995;0,004561102
22/12/2021;-0,001419447;-0,005241495;0,00377537;0,004656385;-0,006019079;-0,001979545;0,021414095;0,030340717;-0,032979558;-0,013594772;-0,009400882;0,007942854;-0,004657721;-0,002431012
23/12/2021;0,006018783;-0,009681348;0,00516797;0,003149429;0,009347422;-0,001983472;0,031285137;-0,015444322;-0,022606555;0,012270093;-0,019491809;0;-0,016125557;-0,003354037
24/12/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/12/2021;0,014716453;-0,002530046;0,0102565;0,011369573;0,002489008;0,017060781;0,003689285;0,015444322;-0,001204094;-0,006649845;0,00921451;0,01569891;0,005465096;0,006301693
28/12/2021;0,001042934;-0,027610101;-0,003717476;-0,003624218;-0,011333455;0,000650407;0,002043737;-0,013112413;0,023810649;0,011146612;-0,004038347;-0,003120127;-0,02762914;-0,006560566
29/12/2021;-0,008374089;0,005842276;-0,008415197;-0,004662808;-0,010446599;0,001948685;-0,002862402;-0,028348355;-0,037762953;0,004213859;0,001487266;0;-0,027447546;-0,007244372
30/12/2021;-0,003158451;0,009148959;-0,016568426;-0,00462739;0,017961037;0,023726666;0,016247311;0,016634047;-0,022861669;-0,00263158;0,004772173;0,00623055;0,017128824;0,006846349
31/12/2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/01/2022;0,022246312;0,000512952;0,026379297;0,024659094;-0,008688442;-0,083216306;0,016780258;-0,068263702;-0,010050336;-0,0430753;0;-0,001554002;-0,040631255;-0,008631199
04/01/2022;0,003774237;-0,011864983;0,027964233;0,005571045;0,021581183;-0,018068594;-0,000792707;-0,030745376;-0,04718161;-0,003030723;0,013862335;-0,010946161;0,005681721;-0,003933281
05/01/2022;-0,039467319;0,009426114;-0,019169916;-0,007080564;-0,011396605;-0,026289258;-0,061318756;-0,100266065;-0,05859987;-0,002209946;-0,016824889;-0,012658397;-0,029344594;-0,024527035
06/01/2022;-0,000712758;0,01997649;0,020073667;0,014111345;-0,00800538;-0,008676844;0,006303866;0,030219486;0,048623066;0,000552944;0,0003708;-0,025807884;0,003821468;0,005483739
07/01/2022;0,004623875;0,056570351;0,021890532;0,014458875;-0,006720455;0,013703785;0,008343811;-0,023530497;0,009314771;-0,026324679;0,008812256;-0,003273325;-0,008451011;0,011341585
10/01/2022;-0,006050917;-0,011976191;0,009236925;0,003473922;-0,00236287;-0,020261185;-0,013804863;-0,023122417;-0,023451661;0,018555494;0,005451352;0,004905979;-0,019814432;-0,007566266
11/01/2022;0,029201723;0,018857224;0,022083599;0,001461949;0,00589674;0,00800878;-0,011012394;0,02787302;0,040523645;-0,005306534;0,022228157;0,001629992;0,014345142;0,017828031
12/01/2022;0,030056907;0,010818544;-0,004291852;-0,007440228;0,034506106;0,029298273;-0,015883571;0,049917941;0,028243212;0,019961849;0,022793513;0,008110345;0,008497163;0,018205771
13/01/2022;0,019987341;-0,015321455;0,018325678;0,017721572;0,014659948;-0,000704473;-0,042879497;-0,004518761;-0,058648727;0,01714561;-0,020294516;0,006441246;-0,003434998;-0,001478682
14/01/2022;0,036591422;0,00580261;-0,007630389;0,015938286;0,003830811;0;-0,005889032;0,004518761;0,013333531;0,008865068;0,000311936;0,017502436;0,036150201;0,013163212
17/01/2022;0,001588563;-0,005208962;0;0,005728566;-0,011859113;-0,003529831;-0,021121079;-0,014532499;-0,023451661;-0,011026063;-0,022165066;0,009419222;-0,015535484;-0,005193783
18/01/2022;0,004434597;0,024156897;0,005939771;0,017918369;0,013132796;-0,030882167;-0,017790731;-0,02595141;-0,016405016;-0,010328986;0,033418563;-0,006269613;-0,015375488;0,002758056
19/01/2022;-0,004752108;0,021774869;-0,006791198;-0,012691512;-0,016038836;0,073117589;-0,028265355;0,041385216;0,035210137;0,000273187;0,015302183;0,020234153;0,002811348;0,012537922
20/01/2022;0,007277362;-0,017151118;-0,008124911;-0,00093882;-0,025214171;0,032024084;0,021154635;0,087911872;0,047426881;-0,007952873;-0,01424538;0,025856954;0,082370434;0,010027191
21/01/2022;0,001575052;-0,020977345;0,000429277;-0,010491074;-0,012010153;0,03166662;-0,023587134;0,024451096;0,038585994;-0,000275368;-0,041698916;0,005988042;0,014128833;-0,00147044
24/01/2022;0,005649733;-0,012323891;-0,001288383;0,020873227;-0,023258836;-0,014739133;0,00534371;-0,042769676;-0,010432743;-0,010798942;0,012267295;0,004467617;-0,02358508;-0,00926395
25/01/2022;0,032032304;0,002262849;0,035461715;0,039093586;-0,026278376;0,052809253;0,005797118;0,041158072;0,029181402;0,006106042;-0,014840116;0,02928467;0,038944799;0,020782364
26/01/2022;0,026325182;0,002851035;0,010726175;0,000943139;-0,019048195;0,040797499;-0,020930431;0,093108344;0,031842313;-0,03176655;0,017736701;-0,007241161;0,035255712;0,009800932
27/01/2022;0,000295203;0,002251319;0,003686263;0,00494928;0,049953432;0,0197911;-0,012871465;0,054337883;-0,009329514;0,007682496;0,002843155;0,020144566;0,00034862;0,011813135
28/01/2022;-0,040354768;-0,009872218;0,013401216;0,014215926;0,013753507;-0,011011412;-0,013039302;-0,007684285;-0,02371184;0,021867987;0,003957907;0,012739026;-0,005732778;-0,006249304
31/01/2022;-0,005856081;-0,033918039;0,021549118;0,008819596;-0,001687764;0,018476276;0,024926515;0,016690234;0,037673672;-0,027268028;-0,008248306;0,009797139;0,019991295;0,00208352
01/02/2022;0,019893541;0,053448754;0,006296754;0,003515789;0,007404948;-0,01440532;0,018053674;-0,011793408;-0,006374985;-0,00313972;0,031496913;0,001391789;0,001184804;0,009626832
02/02/2022;-0,014652277;0,005610769;-0,015816858;-0,018977007;-0,006223214;-0,024083396;-0,033934901;-0,016180444;-0,00875918;-0,005159083;0,007601941;-0,012596388;-0,003575853;-0,011851011
03/02/2022;-0,013934271;-0,000466364;0,011492102;0,014592408;-0,003380094;0;-0,044497241;-0,021506205;-0,026747508;-0,02708772;-0,007601941;0,022285045;-0,016566618;-0,001774854
04/02/2022;0,017311097;0,02567343;0,003147131;0,006545723;0,025241624;-0,051230714;-0,007876124;0,002171554;-0,004830927;0,010864884;0,001708915;-0,004140793;-0,004879685;0,00490309
07/02/2022;-0,01481966;0,024143557;-0,005513996;-0,003460045;-0,000495336;-0,006277485;0,012051495;-0,033826755;-0,020178;0,047899692;0,014516945;-0,002770085;-0,026910812;-0,00221672
08/02/2022;-0,010003209;0,013882991;0,010997754;-0,005696646;-0,001487481;-0,000629921;0,008815198;-0,016591632;0,013497137;0,045177751;-0,010322784;0,001386002;0,007329866;0,002123348
09/02/2022;0,00376294;0,000218818;-0,040659247;-0,089748334;0,002312904;-0,001261034;0,035998817;-0,008400202;0,042940407;0,015577873;0,004827671;0,009648593;0,011170111;0,002019887
10/02/2022;0,015220048;0,026555965;0,018940723;0,014354691;-0,037664169;-0,005060099;-0,00699653;-0,017795441;0,032733327;0,001832221;-0,008321582;0,008196767;0,00262272;0,008027173
11/02/2022;0,03988444;-0,020448409;0,057402341;0,003283562;-0,01102699;0,005690815;-0,046185735;-0,015735966;-0,041528459;0,007295499;-0,024939832;-0,009569451;0,008055391;0,001802943
14/02/2022;-0,022769108;-0,00435873;-0,002264152;0,001403947;0,01102699;0,003775964;-0,00896867;0,025060043;0,058890978;0,000519076;-0,011095689;0,004112412;0,021913643;0,00287368
15/02/2022;-0,015883046;-0,030154153;0,009400332;0,000986782;-0,018853797;0,041826515;0,046592278;0,039428913;0,020335958;0,003626008;-0,003999278;0,016282585;0,033042989;0,008123165
16/02/2022;0,013759581;0,007289071;-0,010534334;0,011714751;0,000174596;0,00240674;0,014562145;-0,005218051;-0,009841523;-0,039551688;-0,007955055;-0,020394997;-0,008946664;0,003067446
17/02/2022;-0,003955581;-0,043969401;-0,014092787;-0,011714751;0,010938559;-0,025564387;-0,036552293;-0,03575885;-0,008275909;0,002417731;-0,054666664;-0,004129393;-0,010551252;-0,014450639
18/02/2022;0,006079046;0,002099371;0,003828489;0,005642275;-0,015137305;0,001232286;-0,009350717;-0,006216026;-0,017887565;-0,026370972;-0,017458937;-0,004146516;-0,016624194;-0,005729752
21/02/2022;0,025431438;0,000815233;-0,024759485;-0,011838759;-0,001930333;-0,031907618;-0,043195198;-0,042186916;-0,047944498;-0,012195273;-0,011810966;-0,012543718;-0,006689682;-0,010280799
22/02/2022;-0,003254922;0,017197031;0,008580396;-0,003767863;0,000526824;0,000635526;-0,047428694;0,070617567;0,02339288;0,025603601;0,006319844;0,008379937;0,05903077;0,010386658
23/02/2022;0,014126191;-0,010583327;-0,014079231;-0,004782561;-0,063041515;-0,019243698;-0,023707384;-0,001516301;0,036326355;-0,00545109;-0,034057223;0,017919156;-0,053703051;-0,007863022
24/02/2022;-0,024553815;0,012298299;-0,017080852;-0,030651486;0,008379157;-0,002594035;0,020846152;0;0,038813289;-0,002462718;-0,011044134;-0,034749848;-0,000345095;-0,003718618
25/02/2022;0,018104071;0,052731602;0,020226745;0,004931057;0,020918194;-0,014388737;0,008559253;-0,015290818;-0,008075414;-0,016853555;0,047430108;-0,020000667;-0,014164912;0,013794939
28/02/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/03/2022;0,019514235;0,076836613;-0,017426184;-0,01037799;-0,001271918;-0,021305733;0,009049836;0,009202519;-0,013605652;0,018222481;0,062445369;0,024234971;-0,016821952;0,017797505
03/03/2022;-0,012480208;0,00050163;0,000798722;0,018185271;-0,02336168;0,002688174;-0,042559614;0;0,020608105;-0,016830305;0,04331099;0,002812941;-0,017852486;-6,99838E-05
04/03/2022;-0,000292099;0,022512975;-0,015285897;-0,029168961;0,064852542;-0,033438803;-0,035280191;-0,030223145;-0,036069484;-0,00306535;0,038132718;0,004204631;-0,043216144;-0,006024857
07/03/2022;-0,073636163;0,029948142;-0,021717715;-0,025956595;0,012997324;-0,062274143;-0,069949768;-0,075137371;-0,049625237;-0,020584401;-0,018164232;-0,021202208;-0,04242059;-0,025483355
08/03/2022;0,020542272;-0,044867156;-0,009573434;0,012838737;-0,002413378;0,018295424;0,01811175;0,050444758;0,09371401;0,003696862;-0,033460701;0,002853069;0,015184015;-0,00350104
09/03/2022;0,003075979;-0,064445619;0,048571065;0,062094705;0,019484465;0,056392671;0,05487661;0,051091661;0,042226758;0,027161126;0,033111493;0,030857988;0,074413478;0,023962449
10/03/2022;0,034413296;0,03248497;0,000796495;-0,006223977;0,029190631;0,002054092;-0,161662643;-0,030340717;-0,039567889;-0,024326657;0,045030546;-0,004152255;-0,012989673;-0,002084782
11/03/2022;-0,036565488;-0,005255306;-0,011209085;-0,004348063;0,004101392;-0,043333125;-0,061784353;-0,066119549;-0,047861228;-0,006531331;0,001001168;0,002770085;-0,024827023;-0,017305365
14/03/2022;-0,019267221;-0,055112411;0,013991833;0,00725389;-0,020844427;0,002853069;-0,003039516;-0,013594092;-0,020259556;0,003129003;-0,045682506;-0,00415801;-0,003925514;-0,01611156
15/03/2022;-0,024457309;-0,029132037;-0,003579244;-0,00242975;-0,021288184;0,033616611;0,027769139;0,016122538;0,023041199;0,012699479;-0,046451436;-0,005571045;-0,006741153;-0,008847731
16/03/2022;-0,008719577;0,023987824;0,019333804;0,01433434;0,034408026;0,030521189;0,05612984;0,030669623;0,046141156;0,020264399;0,021528578;0,004181191;0,015677897;0,019568154
17/03/2022;-0,026957582;0,034194131;0,02164754;0,003798428;0,016039624;-0,018200705;0,028287502;-0,009020151;0,023592182;0,015812761;0,047534393;0,017919156;0,011424033;0,017520506
18/03/2022;0,019796094;0,018804063;0,007239506;-0,002391848;0,042282204;0,08972877;0,025521869;0,027621577;0,087745132;0,009422603;0,031954015;0,014915531;0,031009674;0,019568968
21/03/2022;0,036880883;0,027913562;0,024377731;0,023410634;-0,037746314;0;0,008583744;-0,00240674;-0,003804094;0,008272229;-0,003601817;0,025250511;-0,01916784;0,007289414
22/03/2022;-0,004417805;-0,022620073;0,013615666;0,012382338;-0,009745083;0,028809838;0,00851069;0,054701136;0,034187361;-0,018235957;-0,016939987;0,028462465;0,037992717;0,009578315
23/03/2022;0,013507352;-0,002176279;-0,004395611;-0,006399457;-0,024117456;0,028590393;-0,011144003;0,069043567;-0,012975159;-0,016096378;0,003705267;-0,035045767;0,002260561;0,001575429
24/03/2022;0,011478333;0,005380251;0,006586193;0,014603195;0,009319422;0,034058126;0,011795681;0,02799343;0,012053924;0,0117568;0,029566147;0,00395518;0,02811496;0,013492812
25/03/2022;-0,003708286;-0,017487695;0,001821826;0,009026048;-0,061836636;0,065885514;-0,010478157;0,035257889;0,011454879;-0,037949437;-0,009758575;-0,005277057;0,027842741;0,000237009
28/03/2022;-0,02191011;0,001154432;-0,000728332;-0,00494928;0,013129291;-0,014989574;-0,006605044;-0,007355433;-0,011915815;0,016242306;0,004234942;-0,033627916;0,006549395;-0,002887493
29/03/2022;0,02191011;-0,008637997;0,011590133;0,017850153;-0,014010737;-0,029558802;0,034519872;0,025837807;0,023240964;0,010775073;-0,020392799;0,008174432;0,014917368;0,010692287
30/03/2022;0,021137255;0,014181655;0,002158274;-0,006208923;0,008255075;-0,018503472;-0,023972641;-0,006561703;-0,004967271;0,012832941;0,020720977;0,017485314;-0,008884464;0,002044251
31/03/2022;0,013847301;-0,002820287;-0,012656108;-0,009411023;-0,03597254;-0,010238997;-0,019199531;0,003286234;-0,027072082;0,009987936;0,002907872;0,00796817;-0,008156344;-0,002168744
01/04/2022;-0,013241241;0,014125702;0,002181026;-0,010850736;-0,017191352;0,025403568;0,00666225;0,033551534;0,068744779;0,007492676;-0,005536318;0,00790518;0,019936383;0,013006136
04/04/2022;-0,009435468;0,010056524;-0,009119159;-0,005017069;-0,00166159;-0,017998236;0,012537281;-0,019219041;-0,029971393;0,012978596;-0,015750315;-0,009228806;-0,004825217;-0,002393581
05/04/2022;-0,009525345;-0,02932093;-0,020359763;-0,028311718;0,000923446;-0,034058126;-0,056657093;-0,010403215;-0,054241236;-0,005541642;-0,000668645;-0,007978766;-0,018395729;-0,019939981
06/04/2022;-0,000926641;0,015026892;-0,000374042;-0,005187541;0,021368725;-0,036476391;-0,013976468;-0,061319307;-0,066903147;-0,00530646;-0,004021285;0,007978766;-0,030499943;-0,005545052
07/04/2022;0,050613212;0,005989279;-0,000748503;0,004255767;-0,015845883;-0,015961051;-0,00635371;-0,008374089;-0,002022245;0,000265993;-0,024602375;-0,007978766;-0,015008954;0,005351317
08/04/2022;0,004981695;-0,020595694;-0,001873712;0,011226815;0,00055061;-0,021264091;-0,012829827;-0,020531695;0,004544315;0,030384737;0,003392673;-0,006697949;-0,007241186;-0,004552247
11/04/2022;-0,007629145;-0,012159811;-0,00375799;-0,001383658;-0,005704312;-0,021080308;-0,010818714;-0,040136726;-0,024994925;-0,017174505;-0,003736877;-0,00809721;-0,001220703;-0,011641057
12/04/2022;-0,002949855;-0,006724688;-0,017854225;-0,008911384;-0,012814736;-0,005827145;-0,016819409;0,012578782;-0,001550789;-0,019613669;0,001032258;0,005405419;0,005012804;-0,006915437
13/04/2022;0,021047255;0,000321251;0,002679427;0,010295041;0,005405922;0,003241494;0,024764558;0,00878483;-0,001553197;0,002406097;0,011540069;0,014715985;-0,005885648;0,005453182
14/04/2022;-0,100327082;-0,014124986;0,006477447;-0,002307161;-0,003351958;-0,009756175;-0,014493007;-0,027338237;0,01030937;0,027131916;-0,00780704;0,00793655;-0,008171757;-0,005154036
15/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/04/2022;-0,017745263;-0,016643327;0,005680758;0,017553683;-0,028570669;0,002610968;-0,013225762;0,005974626;-0,01811175;0,002595382;0,002395518;-0,00793655;0,002268831;-0,004264141
19/04/2022;0,02982424;-0,032429209;-0,017908652;-0,013046864;0,007457727;0,000651678;0,038452325;0,066955553;0,02831592;-0,025464035;0,026103656;-0,024194729;0,017984938;-0,005465727
20/04/2022;0,004728141;-0,026347722;0,006514681;-0,003583316;-0,009571283;-0,00195631;-0,01001439;0,002086957;-0,003050333;0,020005932;-0,041127291;0;-0,00326648;-0,006215178
21/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/04/2022;-0,039774325;-0,059710227;-0,019672766;-0,014463062;-0,008111284;-0,025786553;-0,015212173;-0,052061667;-0,038406381;-0,001303951;-0,027214657;0,016194686;-0,03963904;-0,028981279
25/04/2022;-0,014834622;-0,017175875;-0,003903206;-0,006263068;0,003484324;-0,016886588;0,023802061;-0,025956222;-0,007434978;-0,006282743;-0,020396466;0,009327183;-0,009882791;-0,003540368
26/04/2022;-0,001661958;-0,013751172;-0,034616546;-0,043880769;-0,020498522;-0,038185826;-0,031128101;-0,039852017;-0,016662573;-0,012419237;-0,039763073;0,003970885;-0,039799325;-0,022587664
27/04/2022;0;0,052081445;-0,008130126;0,005999473;-0,001974334;0,015449746;-0,008862687;-0,007061622;-0,011995782;0,037060609;0,058375178;0,015727716;0,009532314;0,010447772
28/04/2022;0,006631324;0,024404649;-0,008196767;-0,009287147;0,007481823;0,020007566;0,063239458;-0,023905521;-0,008815484;-0,004622504;0,028651976;-0,009144414;0,016622736;0,005195472
29/04/2022;0,00066072;-0,010866427;-0,01785391;-0,013259863;-0,027240973;-0,034042884;-0,010500622;-0,02614528;-0,00666299;-0,026077097;-0,037576803;-0,023905521;-0,030879423;-0,018759555
02/05/2022;-0,009956936;-0,004452206;-0,00503991;-0,000556328;0,029004814;0,002117897;-0,027829124;-0,02940153;-0,016854332;-0,004236173;-0,020572362;-0,091419907;-0,028159466;-0,01153798
03/05/2022;0,008965692;-0,005077994;0,00503991;0,005549404;0,00371348;0,012614043;0,025010235;0,008489015;-0,001133787;-0,013086046;0,008015249;0,005873732;0,018873603;-0,001037216
04/05/2022;0,058424829;-0,008398808;-0,001257598;0,014285957;0,013563471;0,031531056;0,023711013;0,044635508;0,00621998;-0,030847266;-0,007647433;-0,011782169;0,041989179;0,016900244
05/05/2022;-0,00187266;-0,018256335;-0,023340758;-0,033280942;0,015089581;-0,037117663;-0,001379311;-0,065131529;-0,018203005;-0,022712318;0,02308354;-0,007434978;-0,026862777;-0,028455741
06/05/2022;0,032275738;-0,007121025;0,02124124;0,020653818;-0,018173623;-0,021947784;-0,013898764;-0,039600423;-0,017371601;0,004809742;0,005331196;-0,001493652;-0,022215489;-0,001610539
09/05/2022;-0,027600648;-0,041862112;-0,014394829;0,014806961;-0,02799439;-0,002149768;-0,083138233;-0,045921751;-0,061428099;0,019010916;-0,023691148;0,007446051;-0,00712023;-0,018089245
10/05/2022;0,008668785;-0,012497696;-0,005130409;0,00975089;-0,026555574;0,025497132;-0,007633625;0,021386217;0,018462063;-0,011139074;-0,044532872;-0,00297177;0,016107886;-0,001357628
11/05/2022;0,034240582;0,040853765;0,032886606;0,01710357;0,003866115;-0,019061643;-0,006149135;-0,000920387;-0,030333492;0,001119508;0,029180227;-0,00447428;0,025928324;0,012404184
12/05/2022;0,007715172;-0,01009013;0,015638179;0,006339165;-0,010001104;0,025335627;0,02962617;0,017344113;-0,010107477;0,021857282;0,00989329;0,032355764;0,025254798;0,01228797
13/05/2022;0,012922353;-0,001155995;0,011772005;0,011518452;0,056428803;0,002082611;0,036741826;0,017048417;0,061557893;0,011158096;0,014840116;0,020057979;0,014367933;0,011632034
16/05/2022;0,009872322;0,029505148;0,01043767;0,016520768;-0,004663825;0,034086463;-0,030771659;0,016762633;-0,020507353;-0,019126266;0,014310387;0,007067167;-0,003757274;0,012163923
17/05/2022;-0,013087289;-0,004251601;0,008747571;0,020274389;0,02443604;0,005347606;0,027881483;0;0,001218027;-0,011932985;-0,008886155;0,019526422;0,012102047;0,005129351
18/05/2022;-0,016529302;-0,025639176;-0,014354313;-0,01873947;-0,032650442;-0,04989077;-0,059630182;-0,040166042;-0,024646965;-0,02344409;-0,058572791;-0,002766253;-0,021075747;-0,023645276
19/05/2022;0,016821999;0,026265546;-0,003218024;-0,007698267;-0,003344156;0,018056046;-0,007710138;0,006354992;0,000623636;-0,011786826;0,025810015;0,012388321;-0,008706579;0,007109634
20/05/2022;0,019131018;0,017504016;0,012412572;0,013306235;0,011753318;0,017735799;-0,018750549;-0,003626477;-0,023975912;-0,000578536;0,033078283;0,021651725;0,00706962;0,013760843
23/05/2022;0,038580034;0,020222397;0,025536646;0,016137516;0,014308055;-0,004065046;0,01176023;0,004531045;0,002551022;0,003754517;0,027206514;0,017253248;0,014188481;0,016980791
24/05/2022;-0,135901998;0,013416588;0,015014719;0,020792828;0,000767607;-0,016427474;-0,057754621;-0,014572207;-0,006389798;0,02195384;0,012767892;0,015666117;-0,014916879;0,002127133
25/05/2022;0,014140063;0,003088989;-0,018122725;-0,011332962;-0,018196398;-0,014598799;0,001650165;0,015475957;-0,020726131;-0,003672839;-0,006559679;-0,010416761;0,029066125;-8,86234E-06
26/05/2022;0,00249299;-0,000593296;0,012374481;0,005436139;0,040767295;0,024214258;0,030046921;0,041580514;0,036624717;-0,00141623;0,004522533;-0,009204536;0,016739876;0,011777651
27/05/2022;-0,048790164;0,017297601;0,005366054;0,014191577;0,004864369;-0,022115621;0,014297305;-0,007829531;-0,026207956;-0,003976148;0,01228967;-0,021362628;0,009628447;0,000462848
30/05/2022;-0,020136016;0,010790846;-0,009216655;-0,009765703;0,001491981;-0,023330857;-0,007123101;-0,018510886;-0,036943515;0,00227402;-0,01228967;-0,028749413;-0,024600414;-0,008158583
31/05/2022;0,002331392;-0,005090836;0,009216655;0,005870858;-0,002986191;-0,023888215;0,011843802;0,008857454;-0,022427036;0,010731535;0,004458978;0,02333668;0,009073068;0,002863535
01/06/2022;-0,001331558;0,023274195;-0,014632529;-0,018213646;0,005219997;-0,002200221;0,007818648;-0,00441892;-0,028583333;0,008113067;-0,002768288;-0,00544219;-0,002260561;8,46839E-05
02/06/2022;-0,008698616;0,018637567;0,004257796;-0,00498009;0,004452698;0,006586193;0,035950334;0,038232285;0,004234304;-0,008113067;0,039783642;0,010854923;-0,019343443;0,009233199
03/06/2022;0,017322219;-0,016147469;-0,009313222;-0,006009032;-0,022275137;-0,002190581;-0,025105921;-0,020672571;-0,007776639;-0,024741771;-0,006305217;-0,019074148;-0,029201142;-0,011549279
06/06/2022;0,000660284;0,001016892;-0,003514942;0,001004016;0,010918783;-0,034204078;0,011489977;-0,034531984;-0,053948941;-0,00693444;0,007927278;-0,00828734;-0,025195041;-0,008282548
07/06/2022;0,011811161;0,023107575;0;-0,008566442;0,016342054;-0,022954336;-0,000761905;-0,042324624;0,001497006;0,016391453;0,002324521;-0,015374167;0,004296786;-0,001054684
08/06/2022;-0,004904375;-0,035036146;-0,019356717;-0,017871295;-0,032194433;-0,02587365;-0,007651147;-0,003766483;0,009676294;-0,012340521;-0,050248584;-0,005649733;-0,028226219;-0,015584549
09/06/2022;-0,014526502;-0,034413998;-0,017300774;-0,000515331;-0,01379068;0,009486237;-0,018605188;-0,006625675;0,007380107;0,003459214;-0,044576618;-0,001417435;0,016384374;-0,011825552
10/06/2022;-0,014065872;0,000236546;-0,022159298;-0,015061308;-0,003090595;-0,041773142;-0,058816789;-0,047651212;-0,067680708;0,000862937;-0,006540006;-0,014285957;-0,021776373;-0,015171223
13/06/2022;-0,012899025;-0,032206581;-0,01210618;-0,014760416;0,006940456;-0,011551284;-0,059846916;-0,034451229;-0,077685143;-0,041984737;-0,054646039;-0,008670575;-0,057434157;-0,027712829
14/06/2022;0,011211261;-0,001955991;-0,006742546;-0,010141533;-0,026278884;0,002486533;-0,005300366;-0,017681168;-0,003407158;-0,010550211;-0,022941058;0,001450327;0,006324067;-0,005227475
15/06/2022;-0,017723709;-0,000612033;0,004219416;0,006950041;-0,011705322;0,020484125;0,025362094;0,055115989;0,015241616;0,006644543;-0,001985408;0,017241806;0,046861399;0,007258974
16/06/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/06/2022;-0,062797717;-0,053570766;-0,012712036;-0,015570784;-0,020565241;-0,005693387;0;0,007912999;0,00836825;-0,014554532;-0,082131637;-0,002853069;-0,02257673;-0,029433641
20/06/2022;0,011287212;-0,024983315;0,042577383;0,026169718;-0,001630989;-0,016447739;-0,022708399;-0,037134221;-0,00250313;-0,001528351;0,001670664;0,001427552;-0,009756175;0,000277748
21/06/2022;-0,020114044;0,006600684;-0,010682107;-0,017548975;-0,007783735;-0,002490661;0,030450374;0,014213437;-0,003347283;-0,009528272;0,019516456;-0,018719049;-0,004225002;-0,001685601
22/06/2022;-0,002959677;-0,008589415;-0,007462721;-0,004301082;-0,031543085;0,006628028;0,015306421;0,011027681;-0,035840013;0,01593171;-0,040245688;0,021568054;0,015179069;-0,001628258
23/06/2022;-0,018699124;-0,037179003;-0,023154055;-0,026755623;-0,032132144;0;0,025824009;0,023646422;0,01123122;-0,004569696;-0,028720781;-0,021568054;0,009274865;-0,014595002
24/06/2022;-0,007578665;0,027443646;-0,00170503;-0,008335697;0,047505723;-0,010792965;0,027576768;-0,049910558;-0,026111144;0,008815987;0,038730984;0,007241161;-0,012252277;0,006016914
27/06/2022;0,06230133;0,044941079;0,00595493;0,013854475;0,021297197;-0,005860209;-0,020202707;-0,015472201;-0,027717465;-0,001211387;0,015017568;0,015748357;0,026872563;0,020973326
28/06/2022;0,012431345;0,017778246;-0,011087534;-0,014412666;0,011189212;-0,020356937;-0,013147272;-0,026331168;-0,035998349;0,003629768;-0,00429854;-0,007127614;0,000194799;-0,001710313
